"gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue",,,,,
"1324588443	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	omr Hestberget	46fec380-8e1d-11dd-8679-b8a03c50a862	60.947917	12.220139		5.0					2016-05-10T02:00Z	10	5	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	50662			CC_BY_4_0		Kjetil ElsetrÌünningen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588442	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	Svangan   (Kvitfjellet)	46fec380-8e1d-11dd-8679-b8a03c50a862	64.812138	12.326725		5.0					2016-05-14T02:00Z	14	5	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	51740			CC_BY_4_0		Karl BrÌündbo			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588441	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Rassanippa	46fec380-8e1d-11dd-8679-b8a03c50a862	69.29529	20.836891		3.0					2016-05-26T02:00Z	26	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	51796			CC_BY_4_0		Isak Mathis Utsi			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588440	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.708049	10.149827		5.0					2016-05-24T02:00Z	24	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	51827			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588439	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	RÌümskog. Teigenveien	46fec380-8e1d-11dd-8679-b8a03c50a862	59.725853	11.73347		5.0					2016-05-30T02:00Z	30	5	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	51822			CC_BY_4_0		Terje Skogan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588438	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	HaukÌ´sen	46fec380-8e1d-11dd-8679-b8a03c50a862	60.788973	11.99687		5.0					2016-05-12T02:00Z	12	5	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	50709			CC_BY_4_0		Kjetil ElsetrÌünningen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588437	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.708625	10.147244		5.0					2016-04-23T02:00Z	23	4	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50573			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588436	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	FlishÌügda	46fec380-8e1d-11dd-8679-b8a03c50a862	60.952848	12.076314		5.0					2016-05-08T02:00Z	8	5	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	50621			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588435	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Sjodalsvannet	46fec380-8e1d-11dd-8679-b8a03c50a862	61.533633	8.881745		5.0					2016-05-01T02:00Z	1	5	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	50537			CC_BY_4_0		Vidar Rugsveen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588434	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Halakoiveien	46fec380-8e1d-11dd-8679-b8a03c50a862	60.874084	12.068506		5.0					2016-05-16T02:00Z	16	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50714			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588433	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.708625	10.147244		5.0					2016-03-16T01:00Z	16	3	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50565			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588432	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.707051	10.148541		5.0					2016-05-22T02:00Z	22	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	51829			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588431	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	Lillebo	46fec380-8e1d-11dd-8679-b8a03c50a862	61.888004	12.156888		2.0					2016-05-01T02:00Z	1	5	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	50538			CC_BY_4_0		Magnus Abrahamsson			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588430	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Hengedytjernet	46fec380-8e1d-11dd-8679-b8a03c50a862	60.421767	10.554788							2016-05-16T02:00Z	16	5	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	50735			CC_BY_4_0		Knut Morten Svendsen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1324588429	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	Flakkahaugen	46fec380-8e1d-11dd-8679-b8a03c50a862	64.74932	12.369918		5.0					2016-05-18T02:00Z	18	5	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	50739			CC_BY_4_0		Karl BrÌündbo			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588428	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Presteseter-skogen	46fec380-8e1d-11dd-8679-b8a03c50a862	60.671055	10.66055		6.0					2016-05-11T02:00Z	11	5	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	50659			CC_BY_4_0		Ì÷yvind Nereng			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588427	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Kvitdalen", Dalholen," Folldal	46fec380-8e1d-11dd-8679-b8a03c50a862	62.244108	9.706818		5.0					2016-05-02T02:00Z	2	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50571			CC_BY_4_0		Hans Sletten			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,
"1324588426	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Olsrudvangen	46fec380-8e1d-11dd-8679-b8a03c50a862	60.165187	11.839534		5.0					2016-05-15T02:00Z	15	5	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	50694			CC_BY_4_0		Heidi BrÌ´ten			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588425	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Fallecearru	46fec380-8e1d-11dd-8679-b8a03c50a862	69.014599	22.143415		5.0					2016-05-02T02:00Z	2	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50541			CC_BY_4_0		Isak Mathis Utsi			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588424	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	SÌürsÌ_tra	46fec380-8e1d-11dd-8679-b8a03c50a862	60.940633	11.911571		5.0					2016-05-14T02:00Z	14	5	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	50692			CC_BY_4_0		KÌ´re SKARATEPPEN			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588423	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Skaveldbygda	46fec380-8e1d-11dd-8679-b8a03c50a862	60.954011	9.324572							2016-05-09T02:00Z	9	5	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	50641			CC_BY_4_0		Rune Karlsen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1324588422	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	StavÌ´dammen	46fec380-8e1d-11dd-8679-b8a03c50a862	60.924581	11.588785		5.0					2016-05-28T02:00Z	28	5	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	51818			CC_BY_4_0		Helene Kant Galaaen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588421	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Svartranden/RaudmyrhÌü	46fec380-8e1d-11dd-8679-b8a03c50a862	62.343007	8.151407		2.0					2016-05-16T02:00Z	16	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50704			CC_BY_4_0		Runar Aamelfot			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588420	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	RottÌ´s (innermarka)	46fec380-8e1d-11dd-8679-b8a03c50a862	62.823956	8.234064		5.0					2016-01-30T01:00Z	30	1	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	51781			CC_BY_4_0		Erling L. Meisingset			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588419	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	MÌürkvedseter	46fec380-8e1d-11dd-8679-b8a03c50a862	64.581543	12.27639		5.0					2016-05-06T02:00Z	6	5	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	50599			CC_BY_4_0		Karl BrÌündbo			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588418	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.708625	10.147244		5.0					2016-04-09T02:00Z	9	4	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50568			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588417	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	Kvernbekken	46fec380-8e1d-11dd-8679-b8a03c50a862	61.794521	10.428756		5.0					2016-04-04T02:00Z	4	4	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	50609			CC_BY_4_0		Dagfinn Nybakk			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588416	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Randen i vÌ´gÌ´komune	46fec380-8e1d-11dd-8679-b8a03c50a862	61.748001	9.075566							2016-05-11T02:00Z	11	5	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	50649			CC_BY_4_0		Vidar Rugsveen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1324588415	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Slettahuset", Kvitdalen," Folldal	46fec380-8e1d-11dd-8679-b8a03c50a862	62.26474	9.739619		5.0					2016-05-05T02:00Z	5	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50623			CC_BY_4_0		Hans Sletten			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,
"1324588414	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Aslakaune 65.342537 12.745722	46fec380-8e1d-11dd-8679-b8a03c50a862	65.46243	12.200887							2016-04-23T02:00Z	23	4	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	50443			CC_BY_4_0		Glenn-robert Johnsen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1324588413	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	Lysfoss veien	46fec380-8e1d-11dd-8679-b8a03c50a862	60.857538	11.868321		5.0					2016-05-06T02:00Z	6	5	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	50607			CC_BY_4_0		Geir Bronken			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588412	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Hardeberg	46fec380-8e1d-11dd-8679-b8a03c50a862	58.412613	8.467592		5.0					2016-05-04T02:00Z	4	5	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	50576			CC_BY_4_0		Knut Gunnar Solli			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588411	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	BjÌürÌ´neset	46fec380-8e1d-11dd-8679-b8a03c50a862	61.609091	10.882769		2.0					2016-05-09T02:00Z	9	5	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	50634			CC_BY_4_0		Knut HÌ´kon Ouren			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588410	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	Skapkjelda	46fec380-8e1d-11dd-8679-b8a03c50a862	61.416603	12.397205		5.0					2016-04-21T02:00Z	21	4	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	50451			CC_BY_4_0		Rolf Harald Ì÷stmoe			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588409	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Jervspor	46fec380-8e1d-11dd-8679-b8a03c50a862	61.480388	10.73611		5.0					2016-04-27T02:00Z	27	4	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50478			CC_BY_4_0		Henrik Selboe			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588408	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Nedre birtedalen	46fec380-8e1d-11dd-8679-b8a03c50a862	59.074769	8.026298		15.0					2016-04-01T02:00Z	1	4	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	50542			CC_BY_4_0		Lars Ola Solberg			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588407	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.708625	10.147244		5.0					2016-04-25T02:00Z	25	4	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50574			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588406	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Duottargeahcci	46fec380-8e1d-11dd-8679-b8a03c50a862	69.449276	24.462316		5.0					2016-04-25T02:00Z	25	4	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50445			CC_BY_4_0		Anders Nils Klemetsen Eira			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588405	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Salmijavre syd	46fec380-8e1d-11dd-8679-b8a03c50a862	69.71969	22.187154		32.0					2016-04-24T02:00Z	24	4	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50417			CC_BY_4_0		KÌ´re Petter NytrÌüen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588404	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Aavatsmarka	46fec380-8e1d-11dd-8679-b8a03c50a862	64.574024	12.247688		5.0					2016-05-03T02:00Z	3	5	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	50598			CC_BY_4_0		Karl BrÌündbo			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588403	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.708625	10.147244		5.0					2016-04-17T02:00Z	17	4	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50570			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588402	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Lauvdal	46fec380-8e1d-11dd-8679-b8a03c50a862	58.66979	7.806459		32.0					2016-05-09T02:00Z	9	5	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	50645			CC_BY_4_0		Gunnar HaugÌ´			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588401	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.708625	10.147244		5.0					2016-04-20T02:00Z	20	4	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50572			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588400	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Furulund	46fec380-8e1d-11dd-8679-b8a03c50a862	69.830192	21.959575		2.0					2016-05-05T02:00Z	5	5	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	50583			CC_BY_4_0		Arne Severinsen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588399	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Fuglemyrtrakten	46fec380-8e1d-11dd-8679-b8a03c50a862	60.919146	12.055986		5.0					2016-05-02T02:00Z	2	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50544			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588398	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	TjuvholdlÌ_gret	46fec380-8e1d-11dd-8679-b8a03c50a862	62.617419	10.629061		5.0					2016-04-26T02:00Z	26	4	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50465			CC_BY_4_0		Jan Erik Asphaug			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588397	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.708625	10.147244		5.0					2016-04-26T02:00Z	26	4	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50575			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588396	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Aune	46fec380-8e1d-11dd-8679-b8a03c50a862	64.887627	12.456887		5.0					2016-05-09T02:00Z	9	5	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	50636			CC_BY_4_0		Karl BrÌündbo			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588395	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.708625	10.147244		5.0					2016-04-16T02:00Z	16	4	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50569			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588394	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Under stasnibb	46fec380-8e1d-11dd-8679-b8a03c50a862	59.276642	9.063058		5.0					2016-04-29T02:00Z	29	4	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	50629			CC_BY_4_0		VigbjÌürn Lie			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
